Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Mono-Faction?,Custom Trait1,Custom Trait2,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
Wilm Hofmann,Space Wolves,1,1,,1,Space Wolves,1,1,mono,,,4,1,0,5,68.40,42.40,80.00%,80.00%,5,,5,4,1,0,0.80,68.40,42.40,80.00%,80.00%,68.40,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Johannes Wadin,Cult Mechanicus,1,1,,1,Stygies,1,1,,,,3,2,0,5,80.40,66.60,60.00%,,5,,,3,2,0,0.60,80.40,66.60,60.00%,60.00%,80.40,No,,Varberg GT,GT Pack,9th Open,28-Aug
Mathias Bjorkman,Cult Mechanicus,1,1,,1,Stygies,1,1,Mono,,,2,3,0,5,66.80,83.00,40.00%,40.00%,5,,5,2,3,0,0.40,66.80,83.00,40.00%,40.00%,66.80,No,,Varberg GT,GT Pack,9th Open,28-Aug
Brian Delgado,Cult Mechanicus,1,,1,1,Stygies,1,1,,,,3,2,0,5,77.40,61.60,60.00%,,,5,,,,,0.60,77.40,61.60,,60.00%,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Peder Godal,Cult Mechanicus,1,,1,,Stygies,1,1,,,,2,3,0,5,75.60,68.40,40.00%,,,5,,,,,,,,,40.00%,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Joshua McGowan,Cult Mechanicus,1,,1,,Stygies,1,1,,,,4,1,0,5,83.20,61.00,80.00%,,,5,,,,,,,,,80.00%,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Wayne Envis,Cult Mechanicus,1,,1,,Stygies,1,1,,,,2,3,0,5,74.00,68.80,40.00%,,,5,,,,,,,,,40.00%,,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Johan Persson,Cult Mechanicus,1,,1,1,Stygies,1,1,,,,3,2,0,5,89.00,58.20,60.00%,,,5,,,,,0.60,89.00,58.20,,60.00%,,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Johannes Wadin,Cult Mechanicus,1,1,,1,Stygies,1,1,,,,3,2,0,5,74.00,73.40,60.00%,,5,,,3,2,0,0.60,74.00,73.40,60.00%,60.00%,74.00,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Jan-Hagen Rath,Cult Mechanicus,1,1,,1,Stygies,1,1,Mono,,,2,3,0,5,50.20,59.60,40.00%,40.00%,5,,5,2,3,0,0.40,50.20,59.60,40.00%,40.00%,50.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Jack Downing,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,3,3,0,6,59.17,64.50,50.00%,50.00%,6,,6,3,3,0,0.50,59.17,64.50,50.00%,50.00%,59.17,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Shane Russell,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,2,3,1,6,65.83,60.50,41.67%,41.67%,6,,6,2,3,1,0.42,65.83,60.50,41.67%,41.67%,65.83,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Shane Russell,T'au Empire,1,,1,,T'au Sept,1,,,,,2,3,1,6,65.83,60.50,41.67%,,,6,,,,,,,,,,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
William Abilez,T'au Empire,1,,1,,T'au Sept,1,1,,,,4,2,0,6,80.67,52.00,66.67%,,,6,,,,,,,,,66.67%,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Matthew Davey,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,4,1,0,5,68.40,47.80,80.00%,80.00%,5,,5,4,1,0,0.80,68.40,47.80,80.00%,80.00%,68.40,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Matthew Davey,T'au Empire,1,,1,,T'au Sept,1,,,,,4,1,0,5,68.40,47.80,80.00%,,,5,,,,,,,,,,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Kyle Daley,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,3,3,0,6,69.50,62.67,50.00%,50.00%,6,,6,3,3,0,0.50,69.50,62.67,50.00%,50.00%,69.50,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jamie Squires,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,2,3,0,5,69.60,69.80,40.00%,40.00%,5,,5,2,3,0,0.40,69.60,69.80,40.00%,40.00%,69.60,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Martin Andre Hammari,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,2,3,0,5,61.00,77.80,40.00%,40.00%,5,,5,2,3,0,0.40,61.00,77.80,40.00%,40.00%,61.00,No,,Invasion GT,GT Pack,9th Open,12-Sep
Martin Andre Hammari,T'au Empire,1,,1,,T'au Sept,1,,,,,2,3,0,5,61.00,77.80,40.00%,,,5,,,,,,,,,,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Robin Henriksen,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,2,3,0,5,47.00,71.60,40.00%,40.00%,5,,5,2,3,0,0.40,47.00,71.60,40.00%,40.00%,47.00,No,,Invasion GT,GT Pack,9th Open,12-Sep
Robin Henriksen,T'au Empire,1,,1,,T'au Sept,1,,,,,2,3,0,5,47.00,71.60,40.00%,,,5,,,,,,,,,,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Cooper Fitzgerald,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,3,2,0,5,65.00,61.80,60.00%,60.00%,5,,5,3,2,0,0.60,65.00,61.80,60.00%,60.00%,65.00,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Cooper Fitzgerald,T'au Empire,1,,1,,T'au Sept,1,,,,,3,2,0,5,65.00,61.80,60.00%,,,5,,,,,,,,,,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Erik Klingström,T'au Empire,1,1,,1,T'au Sept,1,1,Mono,,,2,3,0,5,7.80,12.20,40.00%,40.00%,5,,5,2,3,0,0.40,7.80,12.20,40.00%,40.00%,7.80,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Erik Klingström,T'au Empire,1,,1,,T'au Sept,1,,,,,2,3,0,5,7.80,12.20,40.00%,,,5,,,,,,,,,,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Franz-Xaver Ender,T'au Empire,1,,1,,T'au Sept,1,1,,,,0,5,0,5,38.60,58.20,0.00%,,,5,,,,,,,,,0.00%,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Shannan Mikic,Astra Militarum,1,1,,1,Tallarn,1,1,Mono,,,2,3,0,5,65.40,66.40,40.00%,40.00%,5,,5,2,3,0,0.40,65.40,66.40,40.00%,40.00%,65.40,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Gareth Chambers,Astra Militarum,1,1,,1,Tallarn,1,1,Mono,,,1,4,0,5,66.40,81.60,20.00%,20.00%,5,,5,1,4,0,0.20,66.40,81.60,20.00%,20.00%,66.40,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Nick Wenker,Death Guard,1,1,,1,The Ferrymen,1,1,,,,2,3,0,5,77.00,77.60,40.00%,,5,,,2,3,0,0.40,77.00,77.60,40.00%,40.00%,77.00,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Marcus Persson,Death Guard,1,1,,1,The Ferrymen,1,1,,,,2,1,2,5,9.20,10.80,60.00%,,5,,,2,1,2,0.60,9.20,10.80,60.00%,60.00%,9.20,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Scott McElheny,Death Guard,1,1,,1,The Harbingers,1,1,Mono,,,1,4,0,5,66.20,76.00,20.00%,20.00%,5,,5,1,4,0,0.20,66.20,76.00,20.00%,20.00%,66.20,No,,Iron Halo,GT Pack,9th Open,26-Sep
Sean Dilley,Death Guard,1,1,,1,The Harbingers,1,1,,,,5,1,0,6,83.50,60.33,83.33%,,6,,,5,1,0,0.83,83.50,60.33,83.33%,83.33%,83.50,Yes,,Iron Halo,GT Pack,9th Open,26-Sep
William Stewart,Death Guard,1,1,,1,The Harbingers,1,1,Mono,,,1,4,0,5,51.40,75.00,20.00%,20.00%,5,,5,1,4,0,0.20,51.40,75.00,20.00%,20.00%,51.40,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Adam Johnson,Genestealer Cults,1,1,,1,The Hivecult,1,1,Mono,,,2,3,0,5,68.00,63.40,40.00%,40.00%,5,,5,2,3,0,0.40,68.00,63.40,40.00%,40.00%,68.00,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Adam Johnson,Genestealer Cults,1,,1,,The Hivecult,1,,,,,2,3,0,5,68.00,63.40,40.00%,,,5,,,,,,,,,,,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Jony Velazquez,Death Guard,1,1,,1,The Inexorable,1,1,Mono,,,5,1,0,6,81.83,72.00,83.33%,83.33%,6,,6,5,1,0,0.83,81.83,72.00,83.33%,83.33%,81.83,Yes,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Zane Greene,Death Guard,1,1,,1,The Inexorable,1,1,,,,3,3,0,6,71.17,65.17,50.00%,,6,,,3,3,0,0.50,71.17,65.17,50.00%,50.00%,71.17,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jimmy Pettersson,Death Guard,1,1,,1,The Inexorable,1,1,,,,2,3,0,5,75.80,82.60,40.00%,,5,,,2,3,0,0.40,75.80,82.60,40.00%,40.00%,75.80,No,,Varberg GT,GT Pack,9th Open,28-Aug
Steffen Aron Aronsen,Death Guard,1,1,,1,The Inexorable,1,1,,,,1,3,0,4,62.25,73.75,25.00%,,4,,,1,3,0,0.25,62.25,73.75,25.00%,25.00%,62.25,No,,Invasion GT,GT Pack,9th Open,12-Sep
Karl Pearce,Death Guard,1,1,,1,The Inexorable,1,1,,,,3,2,0,5,41.40,47.40,60.00%,,5,,,3,2,0,0.60,41.40,47.40,60.00%,60.00%,41.40,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Wyatt Harris,Chaos Space Marines,1,,1,1,The Purge,1,1,,,,2,4,0,6,47.00,69.00,33.33%,,,6,,,,,0.33,47.00,69.00,,33.33%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Wyatt Harris,Chaos Space Marines,1,,1,1,The Purge,1,1,,,,1,4,1,6,46.33,60.00,25.00%,,,6,,,,,0.25,46.33,60.00,,25.00%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Jennie Merten,Chaos Space Marines,1,,1,1,The Scourged,1,1,,,,0,6,0,6,47.00,96.17,0.00%,,,6,,,,,0.00,47.00,96.17,,0.00%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Greg King,Death Guard,1,1,,1,The Wretched,1,1,Mono,,,0,5,0,5,23.00,42.00,0.00%,0.00%,5,,5,0,5,0,0.00,23.00,42.00,0.00%,0.00%,23.00,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Scott McElheny,Death Guard,1,1,,1,The Wretched,1,1,Mono,,,3,3,0,6,66.00,66.67,50.00%,50.00%,6,,6,3,3,0,0.50,66.00,66.67,50.00%,50.00%,66.00,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jimmy Pettersson,Death Guard,1,,1,1,The Wretched,1,1,,,,2,3,0,5,81.00,82.60,40.00%,,,5,,,,,0.40,81.00,82.60,,40.00%,,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Jimmy Pettersson,Death Guard,1,1,,1,The Wretched,1,1,,,,5,0,0,5,15.60,4.40,100.00%,,5,,,5,0,0,1.00,15.60,4.40,100.00%,100.00%,15.60,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Erik Lathouras,Genestealer Cults,1,,1,1,Twisted Helix,1,1,,,,4,1,0,5,86.00,62.40,80.00%,,,5,,,,,0.80,86.00,62.40,,80.00%,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Samuel Manuel,Genestealer Cults,1,1,,1,Twisted Helix,1,1,,,,3,3,0,6,60.67,60.17,50.00%,,6,,,3,3,0,0.50,60.67,60.17,50.00%,50.00%,60.67,No,,Iron Halo,GT Pack,9th Open,26-Sep
Cory Hill,Genestealer Cults,1,1,,1,Twisted Helix,1,1,,,,1,4,0,5,49.60,69.80,20.00%,,5,,,1,4,0,0.20,49.60,69.80,20.00%,20.00%,49.60,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Jayath Vidanage,Chaos Daemons,1,1,,1,Tzeentch,1,1,,,,3,2,0,5,67.80,58.20,60.00%,,5,,,3,2,0,0.60,67.80,58.20,60.00%,60.00%,67.80,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Jennie Merten,Chaos Daemons,1,1,,1,Tzeentch,1,1,,,,0,6,0,6,47.00,96.17,0.00%,,6,,,0,6,0,0.00,47.00,96.17,0.00%,0.00%,47.00,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Matthew McArdle,Chaos Daemons,1,1,,1,Tzeentch,1,1,Mono,,,2,3,0,5,74.60,72.60,40.00%,40.00%,5,,5,2,3,0,0.40,74.60,72.60,40.00%,40.00%,74.60,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Matthew McArdle,Chaos Daemons,1,,1,,Tzeentch,1,,,,,2,3,0,5,74.60,72.60,40.00%,,,5,,,,,,,,,,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Nicholas Hiatt,Chaos Daemons,1,,1,1,Tzeentch,1,1,,,,3,3,0,6,62.33,67.17,50.00%,,,6,,,,,0.50,62.33,67.17,,50.00%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Nathan Roberts,Chaos Daemons,1,1,,1,Tzeentch,1,1,Mono,,,2,3,0,5,60.40,75.80,40.00%,40.00%,5,,5,2,3,0,0.40,60.40,75.80,40.00%,40.00%,60.40,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Joseph Hancock,Chaos Daemons,1,,1,1,Tzeentch,1,1,,,,1,4,0,5,38.60,59.80,20.00%,,,5,,,,,0.20,38.60,59.80,,20.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Jonathan Levart,Chaos Daemons,1,,1,1,Tzeentch,1,1,,,,3,2,0,5,9.80,10.20,60.00%,,,5,,,,,0.60,9.80,10.20,,60.00%,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Pete Parmiter,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,1,5,0,6,34.67,82.00,16.67%,16.67%,6,,6,1,5,0,0.17,34.67,82.00,16.67%,16.67%,34.67,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Stephen Box,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,4,2,0,6,74.83,66.17,66.67%,66.67%,6,,6,4,2,0,0.67,74.83,66.17,66.67%,66.67%,74.83,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
James Beal,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,Long Range Marksman,Stealthy,3,2,0,5,58.40,57.80,60.00%,60.00%,5,,5,3,2,0,0.60,58.40,57.80,60.00%,60.00%,58.40,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Neil Phillips,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,Master Artisans,Long Range Marksman,3,2,0,5,64.20,64.80,60.00%,60.00%,5,,5,3,2,0,0.60,64.20,64.80,60.00%,60.00%,64.20,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Tyson Whitelaw,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,Long Range Marksman,Master Artisans,4,1,0,5,71.00,48.80,80.00%,80.00%,5,,5,4,1,0,0.80,71.00,48.80,80.00%,80.00%,71.00,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Derek Richardson,Ultramarines,1,1,,1,Ultramarines,1,1,,,,3,3,0,6,53.50,68.83,50.00%,,6,,,3,3,0,0.50,53.50,68.83,50.00%,50.00%,53.50,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
RJ Harris,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,4,0,6,55.50,71.67,33.33%,33.33%,6,,6,2,4,0,0.33,55.50,71.67,33.33%,33.33%,55.50,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Alexander Andersson,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,3,0,5,75.60,74.00,40.00%,40.00%,5,,5,2,3,0,0.40,75.60,74.00,40.00%,40.00%,75.60,No,,Varberg GT,GT Pack,9th Open,28-Aug
Alexander Andersson,Ultramarines,1,,1,,Ultramarines,1,,,,,2,3,0,5,75.60,74.00,40.00%,,,5,,,,,,,,,,,No,,Varberg GT,GT Pack,9th Open,28-Aug
Thomas Byrd,Ultramarines,1,1,,1,Ultramarines,1,1,,,,4,1,0,5,74.40,60.20,80.00%,,5,,,4,1,0,0.80,74.40,60.20,80.00%,80.00%,74.40,No,,Warzone: Giga-Bytes IV,GT Pack,9th Open,8-Aug
David Fields,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,2,0,5,81.00,44.60,60.00%,60.00%,5,,5,3,2,0,0.60,81.00,44.60,60.00%,60.00%,81.00,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Nicholas Hulslander,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,3,0,5,58.00,73.20,40.00%,40.00%,5,,5,2,3,0,0.40,58.00,73.20,40.00%,40.00%,58.00,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Nicholas Hulslander,Ultramarines,1,,1,,Ultramarines,1,,,,,2,3,0,5,58.00,73.20,40.00%,,,5,,,,,,,,,,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Nicholas Hulslander,Ultramarines,1,,1,,Ultramarines,1,,,,,2,3,0,5,58.00,73.20,40.00%,,,5,,,,,,,,,,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Emil Saeternes,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,3,0,5,76.40,64.40,40.00%,40.00%,5,,5,2,3,0,0.40,76.40,64.40,40.00%,40.00%,76.40,No,,Invasion GT,GT Pack,9th Open,12-Sep
Emil Saeternes,Ultramarines,1,,1,,Ultramarines,1,,,,,2,3,0,5,76.40,64.40,40.00%,,,5,,,,,,,,,,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Espen Rolighten,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,2,0,5,78.00,48.20,60.00%,60.00%,5,,5,3,2,0,0.60,78.00,48.20,60.00%,60.00%,78.00,No,,Invasion GT,GT Pack,9th Open,12-Sep
Frode Brubakken,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,4,1,0,5,79.20,44.20,80.00%,80.00%,5,,5,4,1,0,0.80,79.20,44.20,80.00%,80.00%,79.20,No,,Invasion GT,GT Pack,9th Open,12-Sep
Sebastian Langeland,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,3,0,5,66.80,68.00,40.00%,40.00%,5,,5,2,3,0,0.40,66.80,68.00,40.00%,40.00%,66.80,No,,Invasion GT,GT Pack,9th Open,12-Sep
Sigurd Loberg,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,2,0,5,61.00,80.20,60.00%,60.00%,5,,5,3,2,0,0.60,61.00,80.20,60.00%,60.00%,61.00,No,,Invasion GT,GT Pack,9th Open,12-Sep
Derek Richardson,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,2,0,4,59.00,57.75,50.00%,50.00%,4,,4,2,2,0,0.50,59.00,57.75,50.00%,50.00%,59.00,No,,Iron Halo,GT Pack,9th Open,26-Sep
Devin King,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,3,0,6,64.50,57.67,50.00%,50.00%,6,,6,3,3,0,0.50,64.50,57.67,50.00%,50.00%,64.50,No,,Iron Halo,GT Pack,9th Open,26-Sep
Devin King,Ultramarines,1,,1,,Ultramarines,1,,,,,3,3,0,6,64.50,57.67,50.00%,,,6,,,,,,,,,,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Howard Watts,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,3,0,5,68.60,63.40,40.00%,40.00%,5,,5,2,3,0,0.40,68.60,63.40,40.00%,40.00%,68.60,No,,Iron Halo,GT Pack,9th Open,26-Sep
Howard Watts,Ultramarines,1,,1,,Ultramarines,1,,,,,2,3,0,5,68.60,63.40,40.00%,,,5,,,,,,,,,,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Joseph Yost,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,3,0,6,66.00,55.17,50.00%,50.00%,6,,6,3,3,0,0.50,66.00,55.17,50.00%,50.00%,66.00,No,,Iron Halo,GT Pack,9th Open,26-Sep
Josh Cameron,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,3,0,6,71.83,62.50,50.00%,50.00%,6,,6,3,3,0,0.50,71.83,62.50,50.00%,50.00%,71.83,No,,Iron Halo,GT Pack,9th Open,26-Sep
Matt Evans,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,4,2,0,6,77.83,57.67,66.67%,66.67%,6,,6,4,2,0,0.67,77.83,57.67,66.67%,66.67%,77.83,No,,Iron Halo,GT Pack,9th Open,26-Sep
Matt Evans,Ultramarines,1,,1,,Ultramarines,1,,,,,4,2,0,6,77.83,57.67,66.67%,,,6,,,,,,,,,,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Nathan Martin,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,3,0,6,70.50,61.33,50.00%,50.00%,6,,6,3,3,0,0.50,70.50,61.33,50.00%,50.00%,70.50,No,,Iron Halo,GT Pack,9th Open,26-Sep
Nathan Martin,Ultramarines,1,,1,,Ultramarines,1,,,,,3,3,0,6,70.50,61.33,50.00%,,,6,,,,,,,,,,,No,,Iron Halo,GT Pack,9th Open,26-Sep
RJ Harris,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,3,0,6,50.83,63.00,50.00%,50.00%,6,,6,3,3,0,0.50,50.83,63.00,50.00%,50.00%,50.83,No,,Iron Halo,GT Pack,9th Open,26-Sep
Thomas Eddy,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,3,0,6,69.00,71.00,50.00%,50.00%,6,,6,3,3,0,0.50,69.00,71.00,50.00%,50.00%,69.00,No,,Iron Halo,GT Pack,9th Open,26-Sep
Aaron Fyffe,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,2,0,5,61.20,42.20,60.00%,60.00%,5,,5,3,2,0,0.60,61.20,42.20,60.00%,60.00%,61.20,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Colton Hatch,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,4,1,0,5,77.80,56.20,80.00%,80.00%,5,,5,4,1,0,0.80,77.80,56.20,80.00%,80.00%,77.80,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Danny Romo,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,3,0,5,81.00,74.40,40.00%,40.00%,5,,5,2,3,0,0.40,81.00,74.40,40.00%,40.00%,81.00,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Anthony Pede,Ultramarines,1,,1,1,Ultramarines,1,1,,,,1,4,0,5,32.00,71.60,20.00%,,,5,,,,,0.20,32.00,71.60,,20.00%,,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Eric Bucheger,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,2,0,5,57.60,59.60,60.00%,60.00%,5,,5,3,2,0,0.60,57.60,59.60,60.00%,60.00%,57.60,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Eric Bucheger,Ultramarines,1,,1,,Ultramarines,1,,,,,3,2,0,5,57.60,59.60,60.00%,,,5,,,,,,,,,,,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Evan Prosser,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,0,3,0,3,55.67,81.67,0.00%,0.00%,3,,3,0,3,0,0.00,55.67,81.67,0.00%,0.00%,55.67,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Evan Prosser,Ultramarines,1,,1,,Ultramarines,1,,,,,0,3,0,3,55.67,81.67,0.00%,,,3,,,,,,,,,,,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Jake Mellon,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,2,3,0,5,54.00,51.80,40.00%,40.00%,5,,5,2,3,0,0.40,54.00,51.80,40.00%,40.00%,54.00,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Jake Mellon,Ultramarines,1,,1,,Ultramarines,1,,,,,2,3,0,5,54.00,51.80,40.00%,,,5,,,,,,,,,,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Jake Mellon,Ultramarines,1,,1,,Ultramarines,1,,,,,2,3,0,5,54.00,51.80,40.00%,,,5,,,,,,,,,,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Brian Luffman,Ultramarines,1,,1,1,Ultramarines,1,1,,,,2,1,1,4,45.75,57.75,62.50%,,,4,,,,,0.63,45.75,57.75,,62.50%,,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Federico Liessem,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,Master Artisans,Stealthy,2,3,0,5,48.60,68.00,40.00%,40.00%,5,,5,2,3,0,0.40,48.60,68.00,40.00%,40.00%,48.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Kai Wirkus,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,,,3,2,0,5,61.40,46.60,60.00%,60.00%,5,,5,3,2,0,0.60,61.40,46.60,60.00%,60.00%,61.40,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Kevin Rudnick,Ultramarines,1,1,,1,Ultramarines,1,1,mono,,,1,4,0,5,52.20,71.80,20.00%,20.00%,5,,5,1,4,0,0.20,52.20,71.80,20.00%,20.00%,52.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Paul Dieser,Ultramarines,1,1,,1,Ultramarines,1,1,Mono,Master Artisans,Long-Range Marksmen,3,2,0,5,63.80,52.80,60.00%,60.00%,5,,5,3,2,0,0.60,63.80,52.80,60.00%,60.00%,63.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Paul Dieser,Ultramarines,1,,1,,Ultramarines,1,,,Master Artisans,Long-Range Marksmen,3,2,0,5,63.80,52.80,60.00%,,,5,,,,,,,,,,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Samuel Smith,Adeptus Custodes,1,1,,1,Unknown,1,1,Mono,,,2,4,0,6,54.33,70.67,33.33%,33.33%,6,,6,2,4,0,0.33,54.33,70.67,33.33%,33.33%,54.33,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
David Horn,Death Guard,1,,1,1,Unknown,1,1,,,,4,1,0,5,75.40,69.40,80.00%,,,5,,,,,0.80,75.40,69.40,,80.00%,,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Mikael Christensson,Astra Militarum,1,1,,1,Unknown,1,1,,,,1,4,0,5,60.40,79.20,20.00%,,5,,,1,4,0,0.20,60.40,79.20,20.00%,20.00%,60.40,No,,Varberg GT,GT Pack,9th Open,28-Aug
